uid,isbn,cluster,summary
118105,0449227812,3,a multi-part serial brings terrifying life small new england town blackstone -- secrets sins lay buried
15873,0385335377,0,having soulmate joe allbright new york city debutante kate jamison reencounters multiple times years follow suffers heartbreak remains unwilling compromise dreams
181082,0743446291,0,when estranged daughter julia returns years deciding live father cindy finds home life disrupted julia willful behavior julia disappears cindy fears worst occurred
14676,0553292552,3,invited present lecture murder small liberal arts college former fbi agent gregor demarkian discovers poisoned lye school cafeteria
230549,0553292552,0,invited present lecture murder small liberal arts college former fbi agent gregor demarkian discovers poisoned lye school cafeteria
14677,0786807083,3,jimena gift future call skills developed gang member cassandra follower evil atrox hatches plot destroy moon goddesses love
47836,0821741632,3,in order claim fortune anne dennessy mother forces girl spend saturday mornings demonic grandmother anne grows finds evil possessed childhood lays wait original
14710,0380728079,3,but big day closer wedding planning turns family arguments even bride groom bickering details barbara fun-loving sister turning practical grown-up person
14754,1565123638,0,and finally baby girl bury-along memories rebellions betrayals the last girls wonderful reading
217429,1565123638,0,and finally baby girl bury-along memories rebellions betrayals the last girls wonderful reading
217429,0767908708,0,after year-long journey self-discovery author husband struggle rebuild rejuvenate marriage remembering intense feelings experienced early years marriage form brand
14775,0195066707,3,as linda brent book heroine narrator harriet jacobs recounts history family recalls degradation slavery
14806,1588720071,0,the snakes garden eden cynicism lack commitment major obstacles desire quit motivational expert dan pallotta living dreams
126192,0394722655,3,a famous child psychologist explains fairy tales educate support liberate emotions children
126192,0451628470,3,in vivid poetic language presents timeless story noble family moving catastrophe dragged wealth power pride cursed incest suicide murder
126192,0836287347,3,the author shares life career detailing victorious election 1972 combines family politics rose challenge infiltrating quotguy gulagquot congress
14837,0773733078,3,quotthe on-going environmental crisis authors writing past twenty years terrorist it we39re waging ourselvesquot write suzuki host tv series the nature things
190293,0316037451,3,despite hard-knock beginnings polar bear finicky newfound fame will lives answer mail this curmudgeons tickle fancy owned
237982,0316037451,3,despite hard-knock beginnings polar bear finicky newfound fame will lives answer mail this curmudgeons tickle fancy owned
237982,0684807653,3,a multilayered portrait queen victoria describes life reign monarch ruled sixty-four years offering human portrait woman lost beloved husband carry duties mother
237982,0312081839,3,anne somerset examines monarch woman 16 pages black- and-white illustrations
237982,0737000309,3,vietnam noodle stalls italy gelaterias india roadside truckstop dabbahwallahs each turns easy delicious street food loved locals tourists alike
39641,0743400364,0,as buffy confronts celina former slayer current vampire plans make trouble buffy angel buffy questions dark side
14917,0374525838,0,the author reflects subject children discussing changing diapers directing family movie musicals marching local halloween parades helping daughters move
16629,0374525838,0,the author reflects subject children discussing changing diapers directing family movie musicals marching local halloween parades helping daughters move
14952,0753506858,3,he tells live gangster part - thinkgs gangsters abroad he all dave inimitable style wit
212132,1558744215,3,a collection inspirational original stories pages long treats subjects love raising children attitude everyday heroes wisdom
35218,0446611816,3,brian haig distinguished us army officer puts inside knowledge thriller military crime major sean drummond kosovo investigate horrific massacre elite us army special forces team
15043,0439194458,3,keegan flannery feeling responsible twin brother death mother mental illness believes atone commiting suicide sixteenth birthday gains insights joins school wrestling
162894,0201489899,3,easy-to-follow decision charts doctorthis book covers emergencies avoid health problems home pharmacy work doctor
23778,0671467263,3,arthur dent ford prefect learn earth shunned rest galaxy journey space time
15097,0449004589,0,crackerjack young fbi agent judy maddox assigned track elusive sinister group called hammer eden
15111,1883013429,3,celebrates comedies dramas game shows talk variety shows time quotall familyquot quotthe honeymoonersquot quotmashquot quoterquot
15114,0310247306,2,author philip yancey asks question how relationship god work and answers investigation turns surprising satisfying answers life communication invisible god
237822,0525940634,3,outlines simple step-by-step procedure effective problem solving illustrated characters winnie-the-pooh
237822,037326271X,3,the drowning pool natasha cooper released feb 20 1998 available purchase
15137,0802801218,3,looks individuals understanding connection jesus christ spiritual salvation
246657,0330306731,3,ellen husband missing - presumed dead -
